text,intent,domain
Display teams whose assists exceeds 456,filter_condition,Sports
Display logs whose uptime exceeds 385,filter_condition,Technology
List parts where runtime is greater than 732,filter_condition,Manufacturing
Show all orders with quantity below 414,filter_condition,Retail
Show all tests with heart rate below 47,filter_condition,Medical
Find highest rainfall among farms,aggregate_minmax,Agriculture
Display farms whose yield exceeds 898,filter_condition,Agriculture
Display grades whose attendance exceeds 781,filter_condition,Education
Filter products having discount equal to 125,filter_condition,Retail
Display patients whose blood pressure exceeds 979,filter_condition,Medical
Get maximum area from farms,aggregate_minmax,Agriculture
Show all accounts with profit below 403,filter_condition,Finance
Show how many parts are in each machine type,groupby_count,Manufacturing
Display total response time per device type,groupby_aggregate,Technology
List tests where age is greater than 836,filter_condition,Medical
Arrange patients by blood pressure (high to low),sort_descending,Medical
Filter subjects having attendance equal to 673,filter_condition,Education
List tests where heart rate is greater than 70,filter_condition,Medical
Find lowest heart rate among patients,aggregate_minmax,Medical
Filter players having assists equal to 31,filter_condition,Sports
List sales where discount is greater than 221,filter_condition,Retail
Order games from smallest to largest score,sort_ascending,Sports
Visualize time-series of age,visualize_line_chart,Medical
Show all farms with area below 252,filter_condition,Agriculture
List students where marks is greater than 467,filter_condition,Education
Order logs from largest to smallest errors,sort_descending,Technology
List batches where cost is greater than 674,filter_condition,Manufacturing
Display total uptime per device type,groupby_aggregate,Technology
Show all investments with balance below 46,filter_condition,Finance
Filter transactions having profit equal to 7,filter_condition,Finance
Sort logs by response time in descending order,sort_descending,Technology
Arrange machines by cost (low to high),sort_ascending,Manufacturing
Show all machines with output below 773,filter_condition,Manufacturing
List games where goals is greater than 5,filter_condition,Sports
List harvests where yield is greater than 494,filter_condition,Agriculture
Filter logs having response time equal to 832,filter_condition,Technology
Display products whose quantity exceeds 973,filter_condition,Retail
Sort orders by discount in ascending order,sort_ascending,Retail
Show all tickets with uptime below 816,filter_condition,Technology
Display teams whose goals exceeds 116,filter_condition,Sports
List devices where response time is greater than 744,filter_condition,Technology
Show all players with assists below 996,filter_condition,Sports
List records where age is greater than 934,filter_condition,Medical
Display games whose goals exceeds 146,filter_condition,Sports
Order teams from smallest to largest goals,sort_ascending,Sports
Show all games with goals below 846,filter_condition,Sports
List players where score is greater than 279,filter_condition,Sports
List accounts where amount is greater than 592,filter_condition,Finance
Display records whose blood pressure exceeds 393,filter_condition,Medical
List machines where output is greater than 186,filter_condition,Manufacturing
List games where score is greater than 420,filter_condition,Sports
Display students whose marks exceeds 338,filter_condition,Education
Display tests whose heart rate exceeds 557,filter_condition,Medical
Display sales whose discount exceeds 27,filter_condition,Retail
List students where grade is greater than 315,filter_condition,Education
List investments where balance is greater than 952,filter_condition,Finance
Filter transactions having amount equal to 295,filter_condition,Finance
Display tests whose heart rate exceeds 222,filter_condition,Medical
Show all teams with score below 900,filter_condition,Sports
Calculate sum of amount from transactions,aggregate_sum,Finance
List players where score is greater than 997,filter_condition,Sports
Display accounts whose profit exceeds 318,filter_condition,Finance
Find average grade among students,aggregate_average,Education
Filter devices having errors equal to 605,filter_condition,Technology
Display teams whose assists exceeds 678,filter_condition,Sports
Show all orders with discount below 233,filter_condition,Retail
Display total discount per category,groupby_aggregate,Retail
Display total response time per region,groupby_aggregate,Technology
Find lowest runtime among parts,aggregate_minmax,Manufacturing
Show all sales with price below 431,filter_condition,Retail
Filter transactions having balance equal to 930,filter_condition,Finance
List investments where balance is greater than 435,filter_condition,Finance
Show all farms with area below 956,filter_condition,Agriculture
List farms where rainfall is greater than 866,filter_condition,Agriculture
Filter records having age equal to 596,filter_condition,Medical
Show all logs with uptime below 110,filter_condition,Technology
Filter teams having goals equal to 622,filter_condition,Sports
Get minimum attendance from grades,aggregate_minmax,Education
Show all farms with area below 316,filter_condition,Agriculture
Show all harvests with area below 932,filter_condition,Agriculture
Display players whose assists exceeds 234,filter_condition,Sports
Display total score per position,groupby_aggregate,Sports
Display devices whose response time exceeds 341,filter_condition,Technology
Filter players having assists equal to 830,filter_condition,Sports
Show all subjects with grade below 957,filter_condition,Education
List students where attendance is greater than 579,filter_condition,Education
Show all machines with runtime below 887,filter_condition,Manufacturing
Display investments whose profit exceeds 860,filter_condition,Finance
List crops where rainfall is greater than 300,filter_condition,Agriculture
