Temperature(°C),Humidity(%),Average_Weight(g),Accel_X(m/s²),Accel_Y(m/s²),Accel_Z(m/s²),Average_RPM
32.58,53.01,289.16,4.05,9.92,-5.09,1586.03
43.41,88.33,295.79,-6.26,-5.65,-5.25,1397.28
34.29,67.4,280.29,3.08,-1.57,-1.62,97.3
34.93,74.93,168.85,7.64,-7.45,-2.19,234.75
26.14,76.65,289.06,-7.21,-6.36,1.08,1692.53
37.73,71.86,294.96,-7.46,4.26,-8.14,59.48
25.58,58.21,348.7,-3.92,-9.9,1.63,1839.86
29.95,80.21,288.67,-6.77,7.8,-9.56,543.51
45.65,82.15,287.37,-7.79,2.66,-4.85,1196.76
26.21,72.12,252.96,3.57,-1.18,0.04,1129.16
22.13,69.54,323.58,-5.72,-3.37,3.74,792.51
22.07,54.56,349.37,3.34,-7.47,5.43,62.87
48.22,53.36,305.81,7.24,8.43,-9.29,384.94
35.21,63.58,272.5,3.04,4.25,0.75,1229.95
32.28,62.43,165.79,-7.61,-3.27,-2.91,892.75
44.33,88.15,295.35,1.47,-8.58,3.9,827.67
45.07,81.34,291.71,-2.13,-3.49,-4.32,195.41
29.97,76.4,305.11,-3.13,-6.31,4.87,694.25
40.81,70.71,174.91,-3.63,5.73,2.04,1052.86
43.13,56.69,280.75,8.59,4.39,5.79,155.39
39.64,89.14,209.14,4.85,-0.04,9.69,133.39
24.55,65.0,302.05,-7.32,7.72,8.17,983.11
46.28,54.28,198.07,-0.48,-6.39,1.87,1122.5
36.17,69.75,286.8,-3.64,-0.96,7.88,515.28
28.47,84.96,209.0,9.56,4.21,-6.94,651.53
32.76,85.49,151.8,9.56,-8.64,-9.14,1593.74
21.13,50.44,276.67,-3.61,-2.55,0.66,1738.47
23.84,85.45,172.65,-2.96,1.43,9.49,650.46
42.97,60.86,281.86,1.99,-2.66,4.19,711.43
20.0,51.56,335.12,-0.41,-0.4,-3.9,1660.65
32.5,83.91,343.85,-5.74,2.16,3.38,1947.67
35.68,84.55,197.18,3.21,-2.63,-9.2,641.19
21.64,73.85,311.85,-3.32,-7.88,-0.59,1577.45
49.19,72.98,220.71,3.07,-7.21,-5.25,959.38
26.78,82.52,330.09,-2.33,0.54,-9.02,527.46
29.13,81.45,307.5,4.0,-6.51,-5.0,1363.57
29.12,85.6,164.78,3.36,7.8,4.45,925.1
26.91,72.11,231.43,0.18,6.68,1.02,536.32
20.04,88.71,217.46,4.09,-3.02,-9.53,214.46
41.88,89.85,307.04,-0.78,6.62,-1.81,1733.91
49.01,54.66,232.06,-7.68,0.66,5.04,1757.34
26.73,83.98,286.92,-6.36,-6.82,9.09,149.92
39.89,69.99,270.49,-5.08,2.28,7.49,1326.79
42.26,65.5,345.13,-8.74,3.59,-9.97,325.15
45.45,74.52,337.56,4.23,-8.32,-5.63,1292.64
32.68,52.24,235.54,-2.65,-3.71,-5.85,1815.23
53.04,70.26,294.72,-8.13,-9.89,-1.74,520.43
29.76,84.84,315.89,6.4,-3.67,2.92,695.86
41.38,58.54,329.78,3.67,-3.29,-6.94,1590.26
44.5,67.06,163.63,-0.96,2.6,8.31,1470.75
25.45,87.58,210.42,-5.05,-6.02,5.54,817.31
31.13,67.14,214.05,-6.97,-9.4,-1.61,1697.1
47.06,64.33,236.89,-0.83,-3.69,1.68,1841.17
44.2,67.62,183.85,7.7,6.51,0.84,905.29
49.55,70.78,249.24,-6.23,-2.02,1.64,78.9
42.63,75.28,282.64,1.37,-1.7,7.2,1018.88
31.8,82.03,249.47,9.23,-0.62,-6.0,1479.36
37.72,68.08,283.16,2.74,5.04,3.67,440.07
39.83,82.7,163.29,-1.2,-0.4,-7.86,198.86
22.35,71.35,325.2,4.33,-8.17,-0.82,570.43
36.33,63.54,337.81,6.49,-5.87,2.72,23.17
41.28,76.32,273.58,1.81,-6.24,-9.75,1430.94
25.02,78.71,326.28,7.44,0.16,-7.84,292.14
43.42,72.32,176.29,0.29,-9.4,-8.17,1447.3
37.51,52.26,309.49,6.6,-4.33,-2.51,469.1
48.57,56.8,173.83,9.04,2.14,2.44,1984.12
21.27,61.41,231.6,0.02,-2.91,9.92,1063.59
27.96,61.31,214.76,2.1,4.15,-4.92,82.68
38.05,76.94,267.12,2.19,-2.18,-7.28,1545.36
28.9,50.73,210.3,5.63,9.59,-1.7,820.18
41.43,44.56,277.46,6.46,9.31,-7.08,1214.64
42.77,60.61,223.48,-9.46,6.0,-9.51,1902.43
23.08,62.4,322.16,4.67,9.09,1.28,1034.54
35.42,71.12,276.78,5.68,-5.9,7.59,1608.75
35.27,58.64,193.06,4.01,5.02,7.22,605.59
31.08,85.38,217.23,4.27,-3.57,-7.98,1429.04
47.99,53.41,319.48,-9.17,4.51,-7.05,198.65
44.83,67.78,227.3,-1.16,-2.52,-0.18,1786.7
40.92,83.98,257.16,6.36,-4.21,-2.65,399.49
41.43,74.63,279.79,8.68,9.18,4.06,603.86
33.85,61.69,219.56,-5.41,-5.8,-0.1,1916.42
47.63,66.83,208.8,1.58,5.17,-9.6,310.43
40.84,78.27,245.05,6.09,3.49,-4.31,508.82
41.87,88.93,192.98,5.05,-3.93,8.03,1160.36
45.85,85.73,206.84,2.38,-0.83,0.23,1961.39
28.22,63.7,162.42,-9.63,-7.14,5.96,1382.84
44.21,89.93,210.79,4.48,8.42,-1.95,228.38
25.86,50.14,214.14,5.46,9.36,3.54,1496.23
30.36,51.11,342.37,4.46,4.65,-6.62,852.43
30.07,82.95,267.95,5.32,6.99,4.73,1984.66
49.36,57.98,307.48,-1.38,-8.35,5.73,1257.43
45.7,52.43,159.08,9.88,-2.32,-8.2,1063.91
41.04,59.49,171.31,5.42,-3.38,-6.33,1114.53
41.81,67.04,312.91,1.57,1.3,-0.74,1283.12
36.86,79.22,274.71,8.68,-6.33,2.75,1463.66
48.41,74.97,188.2,8.16,1.27,2.75,156.64
34.89,59.5,230.96,6.29,3.09,3.36,261.34
31.42,70.13,257.73,1.27,-7.35,4.29,600.96
24.89,87.05,75.22,0.54,-7.37,0.12,955.91
43.59,82.6,162.08,-3.43,-9.29,1.5,622.13
42.03,62.93,269.34,-4.98,5.22,-9.83,427.68
31.53,89.29,293.41,0.25,-3.38,-6.67,1850.06
20.76,78.34,345.58,1.56,-5.49,-0.03,65.2
45.17,52.5,311.43,-5.11,5.56,4.91,1877.4
20.34,51.41,205.25,8.45,-7.13,6.18,1814.48
41.11,56.74,291.92,1.15,-1.46,4.58,1367.56
49.11,79.11,302.66,0.53,4.9,-0.27,65.07
33.13,57.35,295.95,-1.29,1.48,-4.37,450.71
27.05,70.46,314.03,-8.84,1.08,-1.11,1958.2
41.15,53.73,330.75,7.65,-6.85,-9.81,1811.9
44.51,86.84,169.69,-3.66,-6.38,1.96,1929.14
36.39,63.76,170.95,2.85,1.65,-8.51,1992.25
49.01,86.33,309.28,2.15,-9.53,-7.09,127.77
21.55,87.8,200.47,1.69,7.38,2.52,1141.73
35.14,50.25,161.71,0.51,-2.99,-9.73,1668.28
41.55,68.57,230.25,-6.37,-1.67,1.47,639.42
45.88,50.99,313.98,-4.39,-4.83,2.77,871.12
25.38,86.35,175.31,0.48,7.53,5.77,567.48
44.0,70.74,284.37,5.79,2.85,-8.64,76.14
36.58,53.0,150.72,-1.36,-1.0,-9.94,145.43
31.9,54.41,171.95,-5.92,1.71,5.34,42.88
23.95,65.34,220.17,-8.24,-2.39,-4.2,1054.49
45.96,87.61,166.72,3.26,-0.69,7.74,1236.85
24.72,77.72,319.18,-1.53,-2.85,-6.3,615.4
29.29,84.7,322.81,-7.49,-1.79,1.71,1652.3
28.7,64.66,301.11,3.49,-3.7,-7.81,1776.03
46.14,51.73,198.5,-5.85,-8.45,-1.95,279.5
40.18,88.97,254.65,0.18,-9.25,7.64,103.85
43.9,50.69,186.84,-3.88,-6.52,2.17,638.76
27.51,87.91,206.26,8.63,-4.97,3.79,1425.98
38.75,64.75,253.2,-5.43,7.81,-5.48,1014.85
37.15,50.4,297.0,-1.6,2.22,8.46,976.18
44.98,77.57,168.93,9.19,9.17,2.47,304.82
47.18,89.22,209.34,-3.63,-3.21,-7.88,702.91
20.36,88.63,335.32,2.89,-1.97,-9.69,1917.78
40.22,56.44,235.82,-3.67,4.4,-9.68,681.12
21.56,57.25,337.77,-7.79,1.56,-8.98,1182.86
36.47,95.86,348.28,2.55,0.56,8.23,116.7
28.63,44.56,255.33,8.32,1.51,-2.83,127.71
29.2,79.58,207.61,-0.95,1.68,-4.04,848.51
30.59,57.24,308.16,2.52,5.31,-1.67,1208.22
38.64,88.36,181.86,2.18,3.36,-1.81,744.68
30.02,75.55,200.41,-1.7,9.15,-5.23,358.03
41.98,83.88,306.98,2.3,8.96,-8.16,1471.91
32.14,71.6,236.73,-4.81,-1.56,-7.83,280.09
22.05,66.57,190.31,-2.44,-9.29,1.98,1336.03
43.51,89.09,280.23,-1.15,-9.78,-2.06,1913.47
28.57,73.28,296.55,7.28,-7.54,8.05,941.07
32.98,84.67,175.01,-3.03,-8.5,-0.73,400.87
40.56,88.13,205.4,2.7,-2.53,0.07,1683.96
29.97,77.01,194.26,4.36,9.71,8.29,1010.95
21.7,71.96,225.97,-4.95,2.5,0.03,1846.44
31.22,50.14,302.69,2.97,-6.2,0.04,1441.17
48.33,51.6,292.74,5.25,0.28,-2.74,861.22
39.25,58.03,282.5,-0.76,-7.94,4.21,2723.02
40.14,57.44,151.26,-3.3,6.55,-2.16,339.93
38.97,60.19,178.43,8.21,5.6,1.77,774.46
25.97,62.2,194.66,-7.28,-2.27,-1.05,1187.74
32.55,64.4,204.39,4.41,8.21,0.57,1180.08
42.53,66.82,179.29,3.8,-6.29,6.54,1174.43
23.04,53.95,232.06,3.8,6.28,-1.73,1487.07
28.34,51.69,165.04,8.71,0.92,-5.4,211.31
28.29,76.96,300.0,4.56,-3.41,1.41,147.31
32.96,71.49,307.54,-3.97,-8.31,8.75,296.04
49.41,67.77,264.85,-2.93,-6.57,3.86,1584.79
22.03,75.38,167.94,-2.18,7.26,-3.83,129.71
35.56,83.11,328.02,-9.38,2.14,9.26,450.47
25.38,95.86,343.13,8.27,-5.26,-3.15,509.55
49.12,75.64,190.47,-8.53,-0.08,9.67,1294.5
23.4,88.14,290.93,4.0,-7.84,-6.16,803.26
32.11,83.58,318.39,4.6,-8.02,9.99,397.99
42.14,67.04,257.97,6.87,8.16,-8.48,899.08
41.14,75.79,214.66,1.07,-0.84,4.26,1370.9
32.68,57.08,245.71,4.51,-2.77,4.81,1572.1
30.4,72.42,252.45,-3.95,8.98,3.59,247.77
31.93,89.25,230.13,4.91,-2.02,5.55,1429.43
27.93,70.73,335.97,-3.13,-3.28,-0.56,9.05
26.16,87.11,298.78,8.06,-4.54,-8.92,1448.65
34.49,66.29,198.26,-6.73,1.3,-2.84,1322.01
28.06,89.95,267.11,-3.68,1.17,2.85,937.33
28.62,73.17,287.74,-0.02,-9.68,2.92,273.75
39.7,51.69,178.03,5.52,3.08,-6.1,1529.1
49.06,73.47,221.69,4.98,5.77,-4.94,143.51
38.11,60.98,331.11,-5.79,2.32,-0.27,1791.14
22.31,51.3,263.43,-7.12,7.4,4.57,1546.92
22.27,82.83,75.22,-3.92,-4.47,7.06,1481.93
48.54,61.03,174.56,-0.32,-6.16,-8.27,1508.79
28.92,81.86,253.65,0.78,3.95,8.51,135.15
22.76,61.53,259.54,-1.42,-6.23,8.55,1979.9
37.97,57.77,216.88,3.26,-8.18,-9.84,1717.2
38.71,88.96,276.08,-1.45,-8.07,0.13,1015.87
39.46,64.47,163.74,8.93,5.37,1.74,1438.8
28.02,74.06,179.03,-4.78,-9.43,1.07,1478.51
20.45,74.4,259.25,2.55,-4.21,2.32,1659.57
48.95,72.42,162.36,2.23,-7.42,0.07,510.75
27.53,86.59,326.18,-4.37,5.1,-4.12,744.11
40.28,76.98,178.43,-1.77,0.07,-8.09,1599.37
41.2,66.15,284.78,-2.69,-5.89,-5.83,1537.97
38.3,84.5,228.24,-6.55,5.01,4.81,1045.23
29.39,57.24,229.96,-0.45,5.01,-5.18,792.41
28.13,71.77,302.98,-2.27,0.46,6.59,1936.89
37.93,88.02,249.89,-6.43,-4.48,-1.93,830.04
45.98,75.02,295.13,-1.0,1.73,-1.71,1527.97
48.4,82.68,251.04,-1.56,8.67,7.37,825.28
23.18,76.14,268.58,-7.37,-8.97,-5.71,619.67
18.85,83.57,302.14,-7.38,-4.66,-6.21,1281.99
48.34,87.78,271.46,2.95,-4.3,9.71,1615.23
42.1,60.92,273.12,4.13,2.64,0.81,1962.76
46.49,56.79,307.84,8.82,3.02,-6.19,297.81
26.08,69.36,339.82,-8.26,-5.87,-6.68,1752.23
37.63,78.07,225.34,-7.64,-5.68,7.23,1048.28
41.03,59.09,265.42,-8.96,8.56,2.0,215.48
40.4,50.16,167.25,0.64,5.13,-7.7,1588.76
32.24,63.72,221.76,2.45,8.69,7.74,663.09
20.46,88.75,232.41,-1.93,6.59,-1.12,1736.5
37.49,77.8,317.05,5.96,-1.96,9.79,315.6
27.59,66.05,252.68,3.73,-7.56,-4.36,1422.18
33.51,57.7,296.21,9.72,2.59,0.58,601.59
48.73,64.24,153.8,-7.24,-2.96,-6.54,514.7
31.97,56.79,242.9,-8.83,-1.49,-1.21,100.52
45.19,54.25,330.26,-4.5,-1.48,-6.47,963.82
25.66,86.27,194.86,-9.62,8.73,-3.86,783.0
40.17,89.91,156.3,8.65,-8.62,-4.6,-110.99
49.31,56.56,236.68,-3.92,-6.14,-4.34,453.28
23.06,52.18,290.89,1.05,2.16,9.4,974.54
20.25,63.19,240.89,-3.64,7.68,-9.23,1616.54
33.01,68.47,242.0,-5.08,8.36,-0.06,1858.9
22.78,58.19,283.96,-6.95,1.17,2.58,1030.66
42.45,62.06,200.88,-3.59,-9.31,3.22,806.61
47.44,58.03,300.38,2.31,-2.74,5.09,1909.51
33.02,80.97,180.62,9.43,8.38,5.22,1925.72
27.76,78.5,229.15,1.16,-0.0,9.11,380.82
33.03,75.4,281.2,0.65,4.53,5.11,1062.91
41.7,65.49,315.67,-9.29,-4.62,6.47,1641.82
20.27,86.36,308.31,6.8,-9.5,0.65,1644.52
37.68,88.78,294.34,-9.1,1.57,3.15,1369.96
38.4,56.95,221.82,8.12,6.7,-0.44,942.94
39.13,58.92,174.46,0.77,9.81,-4.47,807.31
27.26,71.03,193.37,-6.63,6.93,-3.73,1612.82
41.42,53.65,322.97,-0.97,1.08,-2.79,451.45
22.74,67.46,321.47,9.9,2.17,-3.19,856.86
25.98,73.27,340.31,-3.9,6.48,0.66,1133.73
46.32,70.88,165.2,-4.61,-9.6,-5.05,1663.57
42.16,63.24,257.36,-7.64,9.03,0.33,747.7
20.41,44.56,279.74,1.94,0.62,8.32,1097.31
27.45,88.35,292.13,-8.22,9.04,-1.88,558.33
26.43,58.24,278.77,5.32,5.29,-5.55,1673.83
28.12,76.19,304.0,8.38,-6.95,-3.06,1571.08
27.43,51.74,221.89,8.64,-6.69,7.54,1640.2
21.88,52.66,185.89,-7.84,-2.93,8.83,114.95
33.77,72.07,190.92,1.17,-4.72,7.73,973.8
41.98,54.2,152.4,-8.06,-1.21,-4.25,271.69
38.2,50.89,220.06,1.44,2.08,-2.24,1347.52
40.19,56.86,168.35,6.3,-1.27,9.5,622.78
22.43,72.59,214.3,0.76,-8.87,-3.52,1549.15
48.54,78.13,275.64,7.44,9.51,-7.24,130.33
45.15,58.1,328.9,6.03,-1.5,-4.36,1026.52
44.15,76.73,317.92,-4.47,7.02,9.28,247.33
44.69,57.3,200.53,2.6,-8.52,-1.68,1115.8
47.98,74.54,176.82,-9.85,6.2,8.68,1214.7
36.33,66.48,188.61,-2.08,-6.53,-7.92,924.29
26.01,76.15,344.2,-5.24,3.59,5.32,559.29
38.5,44.56,259.89,8.74,3.24,-8.13,64.66
42.29,87.51,186.5,-1.89,8.2,-6.05,1324.23
42.14,50.17,318.15,3.08,-3.59,2.32,1740.88
35.64,85.42,229.04,4.64,-7.82,-1.31,1467.3
22.05,52.66,329.84,5.46,7.29,3.33,1786.04
31.13,88.12,202.14,4.72,-3.37,9.47,1859.0
47.62,61.27,228.64,-4.22,-5.35,-8.95,899.09
37.53,65.28,250.99,3.72,-0.28,-6.17,1395.98
36.15,53.67,328.52,0.98,-7.08,2.8,794.76
28.07,54.49,323.75,1.95,-4.06,7.93,1839.09
31.05,79.07,264.87,-9.98,-2.29,5.95,1125.95
46.86,87.77,194.36,-4.83,-4.45,-0.69,1504.9
39.99,74.43,230.67,8.61,-0.99,4.91,29.04
43.62,78.63,345.13,-4.2,-2.31,-5.84,1151.1
33.63,80.48,271.55,-1.24,5.49,-9.73,1483.98
38.91,60.51,306.22,-6.27,8.37,1.4,514.01
27.45,51.81,239.97,-7.23,-7.98,6.26,28.75
41.16,50.07,256.4,-5.83,6.47,-1.33,1487.27
32.83,64.03,235.79,1.07,8.64,1.38,676.17
33.28,59.66,290.58,8.38,3.73,-1.56,857.58
39.48,52.49,320.29,-3.48,9.93,0.28,1124.1
48.09,57.18,251.47,-3.53,-3.3,7.69,220.5
21.92,54.98,246.17,1.28,6.61,-0.44,207.11
44.74,86.6,218.06,-2.87,3.47,-9.85,1921.76
28.77,55.61,185.42,8.21,-3.53,6.0,677.79
33.32,71.51,337.85,-2.44,4.09,2.35,511.05
20.66,73.72,213.22,-0.19,0.19,4.61,95.48
29.03,71.74,310.14,0.67,-6.22,8.02,347.86
35.08,53.96,293.07,5.64,-6.52,-4.28,861.79
21.69,62.75,308.18,-17.5,-1.73,16.37,684.15
34.73,52.05,337.35,-5.22,4.24,2.05,849.16
47.81,65.83,274.67,-7.52,0.62,-3.09,1407.82
23.16,57.54,329.59,8.76,0.03,6.92,1283.58
42.93,72.47,183.54,6.03,-6.4,3.95,986.31
32.29,77.71,275.34,-9.54,-1.41,4.67,1629.64
39.66,71.28,304.46,6.43,7.43,6.16,1714.65
27.81,67.37,204.33,1.81,7.09,-4.84,1181.63
24.78,65.49,298.15,0.38,3.22,4.91,235.14
24.81,83.67,305.7,-9.76,9.95,5.48,812.36
22.11,58.77,316.24,5.62,7.86,6.85,1268.93
25.57,79.37,212.58,-6.04,-7.1,-0.23,125.7
39.93,80.3,286.32,4.56,-2.02,0.08,39.81
46.45,66.77,210.85,-9.68,-7.36,-8.04,1896.67
44.42,61.89,297.81,5.93,-0.68,7.04,1460.13
40.55,68.82,242.59,-9.54,5.53,0.67,306.22
23.31,53.73,269.51,-5.28,-6.88,1.89,890.25
28.68,51.84,233.17,-4.63,7.61,-7.57,387.11
29.29,54.46,182.4,-6.85,1.38,2.04,20.57
27.5,57.49,185.61,-0.38,4.98,-9.16,783.39
35.45,70.17,165.51,-4.33,-9.1,8.46,1296.77
36.07,83.97,273.61,9.87,-8.12,7.27,1908.26
30.71,59.43,319.73,1.6,2.42,-6.11,1539.67
30.61,87.41,154.17,1.33,6.76,1.88,460.28
44.86,88.2,163.25,-14.15,8.72,0.49,672.42
43.68,88.36,241.49,-1.83,3.77,6.07,1041.16
29.23,83.5,297.54,-7.52,-5.98,5.14,382.55
47.41,64.55,181.54,5.25,-6.1,9.86,1665.89
48.58,52.91,204.33,-3.38,7.63,-2.98,335.93
29.8,72.75,196.4,5.04,-7.74,-7.51,579.95
30.63,72.35,229.81,-2.57,3.72,1.47,1155.2
35.17,84.0,195.0,9.78,0.67,5.28,246.45
48.23,89.84,220.52,-6.58,-1.57,-4.28,1249.23
46.29,70.33,295.71,-9.97,-1.19,-5.28,1888.45
23.08,63.81,272.2,1.9,8.9,6.05,1383.07
31.78,57.44,166.24,9.06,7.23,5.07,1625.57
36.6,50.19,277.55,2.94,7.3,-5.93,876.99
35.09,70.36,245.42,-8.29,-1.87,7.39,730.63
25.82,72.22,336.91,0.81,-7.86,-7.31,657.21
45.76,83.0,207.86,8.19,9.96,-7.82,1320.93
40.31,70.18,295.23,-9.87,-7.09,-2.98,1037.07
45.14,86.66,296.17,-6.66,0.31,7.73,944.64
45.76,75.12,194.3,6.29,-4.71,3.91,201.49
42.45,83.61,330.64,7.88,0.21,-2.11,1346.75
33.18,55.93,248.24,4.14,-3.9,-6.85,1450.77
38.32,84.21,285.78,9.83,7.94,4.27,392.4
24.81,77.01,179.17,-8.2,9.37,1.98,1519.41
40.21,56.81,201.56,0.91,-1.8,9.75,1758.79
25.38,57.59,267.22,3.7,-8.6,5.31,349.25
40.82,87.06,213.81,4.05,3.27,-7.96,904.08
26.89,51.29,249.94,5.87,-2.47,4.56,1752.37
23.53,68.5,224.8,8.35,9.72,-4.85,974.6
24.96,62.54,278.11,-2.77,-8.21,9.24,1630.51
20.06,76.6,247.43,-9.14,-7.62,-9.61,431.51
41.56,83.59,150.92,-2.75,3.99,-5.23,127.86
41.97,64.42,279.94,3.43,5.17,-0.02,118.93
35.45,67.08,234.42,-5.73,-0.58,-8.42,1944.71
24.84,89.28,218.34,6.2,-4.45,-3.12,329.44
22.51,81.36,168.83,-5.6,-3.8,-0.06,1729.78
20.57,85.89,194.07,-9.8,-3.24,-1.06,631.46
24.97,67.55,194.75,0.16,-5.49,-0.79,80.18
46.73,59.36,337.07,4.53,7.01,7.58,481.95
27.25,66.47,236.5,-3.01,-8.7,0.11,1010.99
30.63,78.64,158.41,4.98,-1.85,8.82,213.54
23.16,54.38,177.76,-1.23,4.95,-7.05,1844.33
26.67,60.82,165.81,-6.57,-9.92,-4.39,1799.77
35.58,51.87,267.77,-8.19,7.56,3.13,298.29
38.23,67.29,187.32,4.21,4.13,-4.34,1474.22
27.36,83.1,249.71,-2.29,-8.53,-3.05,921.42
21.73,50.99,224.01,8.26,7.9,8.02,1964.25
31.73,77.01,310.78,0.81,-0.25,0.77,110.81
27.03,87.3,214.1,-3.03,3.04,-3.31,942.07
26.59,59.48,241.65,-3.02,7.64,5.53,570.95
48.8,77.75,294.26,-7.37,7.62,-8.59,1452.76
38.49,89.0,236.67,1.88,-1.83,1.27,222.27
36.71,88.49,308.64,1.64,-5.25,-8.01,1256.22
32.47,59.4,282.34,6.0,-4.85,-6.46,1896.12
32.87,54.01,232.11,-5.98,5.32,-8.75,907.76
36.23,55.93,250.8,-4.18,8.59,8.03,908.46
40.89,78.08,343.44,-8.06,-8.56,-9.04,991.4
41.06,79.03,282.32,-4.09,-9.7,0.33,831.42
25.15,76.97,331.0,-1.44,6.46,-5.5,894.95
35.0,63.44,185.75,9.28,-2.27,-2.33,926.48
32.36,56.79,246.65,3.06,-4.47,-0.13,1996.13
46.12,73.23,75.22,5.66,-6.23,-1.0,232.87
38.94,69.35,214.52,-3.49,-3.07,4.96,570.64
35.98,79.15,343.53,-7.11,9.43,8.24,421.57
23.46,67.65,169.42,-4.87,9.54,-3.99,1088.38
38.17,63.55,330.53,-4.87,-3.37,-9.51,5.62
23.52,61.74,239.04,1.66,9.27,7.88,1842.2
30.12,58.46,164.75,-3.17,-4.0,9.58,1062.24
24.29,60.63,325.9,7.15,7.09,-1.33,1792.15
40.76,53.79,200.39,9.77,-5.76,-0.88,689.93
26.19,63.87,154.45,-7.77,-9.94,-9.48,299.86
31.76,95.86,177.16,4.1,-2.93,-0.49,384.59
46.87,57.46,281.82,3.15,-6.09,-3.93,941.46
26.13,79.87,345.56,-6.11,8.7,9.89,80.54
35.23,63.02,172.29,8.36,-5.72,-6.3,1563.61
32.58,76.73,242.39,-6.01,9.84,-2.43,1581.27
20.54,78.68,186.13,4.74,-7.83,2.33,1403.91
43.78,73.25,299.01,-3.05,-9.8,-3.1,1792.68
22.07,88.35,173.61,-2.66,7.42,-0.51,1098.95
34.23,50.86,197.97,-0.89,1.73,9.47,958.64
36.82,79.55,189.28,7.29,-1.57,0.16,1058.35
38.85,88.35,260.5,-7.19,-8.36,8.21,363.91
40.66,84.49,324.64,-8.91,1.5,-9.14,1024.58
27.6,56.72,252.22,-1.96,-2.13,-7.6,1083.51
20.3,63.07,161.65,-8.89,-0.33,8.89,1529.18
41.7,56.9,262.68,3.75,2.61,-7.43,695.84
36.07,74.05,309.5,5.21,2.8,4.73,184.45
45.08,78.49,176.43,7.09,9.21,-1.08,1194.93
44.64,62.68,164.54,4.88,3.1,-1.87,1575.92
45.3,71.58,187.56,8.33,-3.21,3.18,1939.12
34.55,77.64,299.22,4.97,-3.41,4.55,180.51
30.01,66.85,268.34,8.72,-0.46,8.64,1492.7
43.75,84.16,258.12,-6.14,-4.81,-4.86,1191.68
33.54,80.86,199.9,-0.0,-2.47,3.96,30.67
25.5,52.59,216.45,9.88,6.84,-3.15,1436.48
45.65,74.85,343.18,3.63,7.2,4.35,52.4
46.48,59.41,198.13,7.57,2.56,-7.16,1570.51
33.99,72.3,330.33,-9.39,1.66,-0.85,1442.64
22.27,88.28,266.11,7.44,-1.46,-6.33,1375.84
31.63,85.16,174.66,3.95,2.72,-3.27,239.99
44.11,66.18,243.46,-6.58,6.12,4.31,1838.07
47.05,61.66,339.71,-9.49,4.76,-5.33,1797.83
26.1,59.38,233.71,-4.8,-9.29,3.7,1800.52
22.01,71.3,322.68,8.32,4.62,-0.08,720.72
46.32,54.57,201.29,3.36,4.4,-8.16,984.35
31.68,71.97,264.18,8.39,-8.02,-2.27,229.79
36.25,50.05,318.77,-1.08,-7.0,7.38,102.19
49.04,62.95,334.14,8.73,5.76,9.79,117.55
22.0,58.8,247.16,-0.74,1.18,-2.62,1137.54
39.45,88.85,277.94,-5.91,6.43,-8.9,642.81
22.22,79.09,150.6,-6.97,-6.31,-7.4,1159.11
31.26,63.99,200.64,9.88,-9.39,5.76,1185.33
44.11,53.71,205.74,-3.32,-6.76,3.12,1814.12
33.0,70.67,168.7,-6.8,-0.95,-4.3,1764.57
49.92,58.54,205.94,-9.83,0.47,-2.17,1437.17
36.77,71.46,214.22,-4.29,7.15,6.22,1637.01
29.63,83.41,343.75,7.78,4.32,-1.74,6.32
26.6,74.63,283.72,0.68,9.81,5.12,31.07
30.52,75.35,235.2,2.65,-8.43,-4.1,917.17
31.18,71.64,347.61,8.45,-7.4,4.5,1307.39
22.06,87.09,180.65,0.26,-8.31,-0.67,1588.17
31.09,87.28,245.21,6.77,0.77,0.91,894.53
33.93,70.51,279.41,-3.52,-4.66,1.97,1880.33
41.68,62.23,161.12,9.54,3.67,-0.99,1629.97
39.7,68.38,293.4,-8.42,-7.35,-0.68,205.51
41.26,57.46,169.97,4.5,-7.94,-4.69,880.36
20.25,75.45,178.06,3.21,-0.8,9.72,1989.76
26.53,70.0,181.94,-6.17,-2.48,8.12,819.88
39.85,54.13,335.78,-2.22,6.58,0.55,772.54
34.52,57.91,286.65,-3.74,6.75,-9.31,588.16
20.16,69.19,281.09,-8.11,-7.65,-6.63,972.98
44.13,85.5,261.1,1.7,6.25,7.08,1459.71
43.18,72.66,208.56,9.87,1.28,8.62,94.94
36.45,77.26,274.18,1.19,0.07,-6.77,-110.99
21.99,63.56,232.03,0.91,-8.1,4.69,1835.16
43.0,72.86,179.08,-9.19,4.79,2.46,1562.19
37.51,67.9,287.92,-7.22,-8.81,-3.93,1831.27
43.46,44.56,175.92,0.26,-4.45,-1.28,189.81
42.55,52.02,188.13,9.7,-8.09,3.55,900.22
44.09,69.73,313.54,7.53,0.62,-7.97,142.08
35.54,61.84,282.02,-3.2,2.9,-6.22,1673.67
24.21,63.05,276.2,0.86,7.82,-9.33,1905.09
40.13,88.44,233.64,1.05,4.68,8.04,595.5
38.61,57.31,229.26,3.71,9.22,1.48,1070.79
42.27,62.45,288.05,3.76,5.22,0.47,595.35
25.1,70.4,298.0,5.8,-4.04,4.12,757.75
25.85,84.52,252.04,-9.5,0.95,9.77,953.12
46.71,66.67,343.85,8.87,-0.84,-6.56,1581.6
42.5,79.75,341.14,-8.6,1.32,-7.34,293.99
47.25,84.25,232.49,-0.48,1.44,-4.1,314.11
